full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
This Clip of Louis C.K. on the Daily Show Is Particularly Chilling in Light of the Accusations Against Him https://t.co/y0cdv14KsS,Earth,0.800000011921,0.300000011921,2017-11-18 04:12:03,OccuWorld
@DanaAndJulia @TheRebeccaCorry  It infuriates me that more ppl in comedy aren’t speaking out on how manipulative and brazen Louis C.K. is. I’m sorry.,"San Diego, CA",0.899999976158,-0.40000000596,2017-11-18 04:10:44,bayofarizona
Sarah Silverman Addresses Louis C.K.'s Sexual Misconduct: 'It's a Real Mindf--k' - https://t.co/Gz33G2zwU0 https://t.co/LXxCwdWDSS,"North Carolina, USA",0.20000000298,0.20000000298,2017-11-18 04:04:34,musicculonline
@psychicpebble I can't tell if this is Louis C.K. or @AngriestPat,A big ol' hole,0.10000000149,-0.10000000149,2017-11-18 04:03:39,LazyConrad
"✅ Weinstein
✅ Spacey
✅ Hoffman
✅ Affleck
✅ Bush
✅ Louis C. K.
✅ Moore
✅ Franken
✅ Seacrest
✔️ Trump

If sexual misconduct by these 🚹  is taken seriously, why is Trump immune?
▪️19 🚺 accused him
▪️30 year pattern of sexual predation
▪️ 5 were children aged 12-15 https://t.co/fH4IxgmLQM",Bensalem PA near Philadelphia,2.09999990463,0.0,2017-11-18 04:03:26,srauer20
Why did Netflix cut ties with Spacey and Louis C.K. with the same level of evidence? Why hasn’t the prosecutor made a decision on whether to lay charges? What’s going on?! https://t.co/eeQr1Ci7oX,United States,0.800000011921,-0.10000000149,2017-11-18 04:03:16,AngelBotCarr
HBO has announced that it's removing Louis C.K.’s past projects from its on-demand services https://t.co/jEIPdFNa1n,"London, England",0.0,0.0,2017-11-18 04:01:36,anubhavmalhotra
'These stories are true': Louis C.K. responds to the numerous sexual-misconduct allegations https://t.co/nNW39wu5ul,"Hamburg, Deutschland",0.699999988079,-0.20000000298,2017-11-18 04:01:01,HeikeZiegler3
@Brianadunc What a sad world we live in that men think it's acceptable to just send pictures of their dicks to girls and receive no repercussions. You should absolutely reveal the names of these sexual harassers as a deterrent. I mean at least Louis C.K. asked before flashing his victims &gt;:(,United States,1.0,-0.300000011921,2017-11-18 03:44:10,RockyAvalon
"Well said, Sarah!! I was heartbroken to learn about this heinous act committed by Louis. I can't imagine what it's like for his friends &amp; family.

@SarahKSilverman Speech About Louis C.K. Is Heartbreaking https://t.co/Igt2ZJRK4u via @ELLEUK","Saskatchewan, CANADA",1.39999997616,0.0,2017-11-18 03:41:16,ToontownJuggalo
