full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"Colbert says Roy Moore makes him want to puke. He makes us want to puke knowing he refuses to even criticize his pervert buddy, Louis C.K.",United States,1.20000004768,-0.600000023842,2017-11-17 04:13:41,grannycarol2
"6. Last, what Franken did is not on the same planet as what Moore, Trump, Weinstein, and Louis C.K. are accused of. What they are accused of is serial sexual predator behavior, and Moore and Trump are accused of preying on children.","District of Columbia, USA",1.5,-0.300000011921,2017-11-17 04:12:53,SallyAlbright
time to check in on the Louis C.K. discourse https://t.co/vVOxiCUEQV,In your Mind,0.10000000149,0.0,2017-11-17 04:12:25,S_umanRa
time to check in on the Louis C.K. discourse https://t.co/vVOxiCUEQV,"Pune, India",0.10000000149,0.0,2017-11-17 04:12:25,Sunita_Dev
time to check in on the Louis C.K. discourse https://t.co/vVOxiCUEQV,आपके पीछे,0.10000000149,0.0,2017-11-17 04:12:25,MoralPoliice
time to check in on the Louis C.K. discourse https://t.co/vVOxiCUEQV,Big Boss House,0.10000000149,0.0,2017-11-17 04:12:25,GhayalRohtagi
time to check in on the Louis C.K. discourse https://t.co/vVOxiCUEQV,Global,0.10000000149,0.0,2017-11-17 04:12:25,Nidhi_Sharm
time to check in on the Louis C.K. discourse https://t.co/vVOxiCUEQV,Jabalpur,0.10000000149,0.0,2017-11-17 04:12:25,NughtyGrl
time to check in on the Louis C.K. discourse https://t.co/vVOxiCUEQV,Old Age Home,0.10000000149,0.0,2017-11-17 04:12:25,OldGranny48
Louis C.K. admitted to years of sexual misconduct — but he never apologized https://t.co/aPtlcgr4DZ,Heck,0.800000011921,-0.300000011921,2017-11-17 04:11:34,CiborHart
