full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"I’m sorry folks, I am, but I can’t and won’t play politics around predators because of the letter by their name.

I believe Juanita. 
I believe Rose.
I believe the 5 women accusing Louis C.K.
I believe Corey.
I believe Takei’s accuser.
And I believe the women accusing Moore. https://t.co/3A69JrtCzd",Planet Earth,0.899999976158,0.0,2017-11-15 23:07:04,auntieamy90
When Louis C.K. says he wants to show you something. #AnInappropriateTimeToKneel,"Marysville, WA",0.10000000149,0.0,2017-11-15 23:06:13,Roybq
"Comedian Bill Burr thinks Louis C.K. will get another chance: ""He was 100% wrong, he did own up to it, and I think he will definitely be back"" https://t.co/yEx9DFwv4S https://t.co/uCBURJtdEZ","South Lake Tahoe, CA",0.300000011921,-0.10000000149,2017-11-15 23:06:12,D_Robert_Kelly
I Tried to Break the Louis C.K. Story and It Nearly Killed My Career https://t.co/e9X4lzB2SK,"Los Angeles, CA",0.20000000298,0.0,2017-11-15 23:05:57,JenniferBrody
Anytime you're facing Louis C.K. #AnInappropriateTimeToKneel https://t.co/SnDg54pARW,United States,0.10000000149,0.0,2017-11-15 23:05:27,HashNight
"With television’s golden age tarnished by Louis C.K., Kevin Spacey and others, the medium’s brightest era has gone dark: https://t.co/SlN9RMu8U0 https://t.co/f5VNi801QH",West Michigan,0.600000023842,-0.600000023842,2017-11-15 23:04:43,Buffy619
Anytime you're facing Louis C.K. #AnInappropriateTimeToKneel https://t.co/SnDg54pARW,"Phoenix, AZ",0.10000000149,0.0,2017-11-15 23:04:21,jessiejess1228
Anytime you're facing Louis C.K. #AnInappropriateTimeToKneel https://t.co/SnDg54pARW,On an island far far away,0.10000000149,0.0,2017-11-15 23:03:27,eminem11683
"@RawStory Let us know when he can flawlessly impersonate someone who can chastise and condemn Louis C.K. instead of half-heartedly giving a ""gee, what a shame, that's too bad"" sigh.",North Carolina,1.60000002384,-0.10000000149,2017-11-15 23:03:19,AnubisAndFooFoo
"Latest:  FX Drops Louis C.K. from All Projects, Cancels Overall Deal https://t.co/Ydx14OmFKR #News #MovieTVTechGeeks https://t.co/8NCpRNox0B","Bahagian Kuching, Sarawak",0.600000023842,-0.600000023842,2017-11-15 23:02:55,qtydqiayg513
