full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Toronto, ON",0.40000000596,0.0,2017-11-21 20:14:03,SuzanneHajdu
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","North Carolina, USA",0.40000000596,0.0,2017-11-21 20:14:01,QueenBree1989
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",PDX➡️EUG➡️PUW➡️ORD,0.40000000596,0.0,2017-11-21 20:14:00,e_haff
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Hollywood, FL",0.40000000596,0.0,2017-11-21 20:13:59,Joeeshet
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",at home or at school lmao,0.40000000596,0.0,2017-11-21 20:13:50,lanahbanahs
"#StupidQuestionsForPOTUS Did they vote for you? 
Bill Clinton
Harvey Weinstein 
Oliver Stone
Ben Affleck
Kevin Spacey 
Charlie Sheen
Louis C.K. 
George Takei 
Andy Dick 
Brett Ratner 
Ed Westwick
Gary Goddard
David Corn 
Mark Halperin
Richard Dreyfuss 
Al Franken 
Charlie Rose","Texas, USA",0.0,0.0,2017-11-21 20:13:49,TraceyBagley63
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",☼MIA/NYC♡ 3rd Floor Corridor✨♡,0.40000000596,0.0,2017-11-21 20:13:46,potterfluff7
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",Portland/Rockville/Vegas,0.40000000596,0.0,2017-11-21 20:13:42,pedsurgn
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",;-),0.40000000596,0.0,2017-11-21 20:13:42,rachertz
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Atlanta, GA",0.40000000596,0.0,2017-11-21 20:13:32,LucieShiff
