full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"On dropping Louis C.K.'s movie: ""You cannot separate the work from the artist. It's impossible and, considering the subject matter the movie tackles, it has become clear that you cannot screen the movie for what it is"" https://t.co/XLH7dEsuvm","Hollywood, CA",1.60000002384,-0.800000011921,2017-11-14 16:20:08,THR
"Jon Stewart said he was ""stunned"" to find out about the sexual harassment allegations against fellow comedian Louis C.K. https://t.co/pxtwUSxf0l","New York, NY",0.699999988079,-0.20000000298,2017-11-14 16:20:02,NBCNews
When Louis C.K. starts to masturbate in front of you https://t.co/dPvf7keGSB,The 2,0.0,0.0,2017-11-14 16:19:33,dedwite_pos
"This is the first part of what @marcmaron had to say on @wtfpod about his friend, Louis C.K. Every word is worth the read: https://t.co/WXyUZIzrg1",The void.,0.5,0.20000000298,2017-11-14 16:19:29,shounenhoe
"This is the first part of what @marcmaron had to say on @wtfpod about his friend, Louis C.K. Every word is worth the read: https://t.co/WXyUZIzrg1","California, USA",0.5,0.20000000298,2017-11-14 16:19:15,GinnyWThomas
"Louis C.k. owned up to his work, will probs go under for 3-5 years, re-emerge making a joke out of the entire thing, then probably get some heavy airtime.","Vancouver, British Columbia",0.600000023842,-0.300000011921,2017-11-14 16:19:11,scrubsherp
Turns out Louis C.K. isn't a stand-up comedian.,"Tampa, FL / Miami, FL",0.0,0.0,2017-11-14 16:19:05,xristogoes
"""I’m tired of comedians martyring themselves.” @drewmagary on Louis C.K. and why comedy men are so awful. https://t.co/gOF5yuobLU https://t.co/wD9fR2CZRE","Manchester, NH, Fairbanks AK",1.39999997616,-0.40000000596,2017-11-14 16:18:44,janeinak
what in the hell happened to the men in our country to lower their tolerance levels and feel this crap was okay at the time? #LouisCK #metoo https://t.co/Rl4acSCvQC #onlylove,Ain el Hadjar,0.899999976158,-0.300000011921,2017-11-14 16:18:36,ozuvyqpbxt2568
"@darthnowell No no, this is a sketch that Louis C.K. did a long while back.",My Glorious Pyramid,0.300000011921,-0.10000000149,2017-11-14 16:18:36,Crocky_God
