full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
Louis C.K.’s Half-Hearted Apology Was Just Skewered by ‘Game of Thrones’ Star Lena Headey - https://t.co/aleyOOKJV6,Worldwide,0.20000000298,-0.20000000298,2017-11-15 06:07:10,Robkishere
"This is the first part of what @marcmaron had to say on @wtfpod about his friend, Louis C.K. Every word is worth the read: https://t.co/WXyUZIzrg1","Phila, Pa",0.5,0.20000000298,2017-11-15 06:07:07,EamonGa
"On Louis C.K., Jon Stewart falls short of liberal reputation https://t.co/B07eyZvGr2",New Orleans,0.0,0.0,2017-11-15 06:06:37,beadbear
"Latest:  FX Drops Louis C.K. from All Projects, Cancels Overall Deal https://t.co/Ydx14OmFKR #News #MovieTVTechGeeks https://t.co/8NCpRNox0B","Egmore Nungambakkam, India",0.600000023842,-0.600000023842,2017-11-15 06:06:16,alainewenderwi5
"Latest:  FX Drops Louis C.K. from All Projects, Cancels Overall Deal https://t.co/Ydx14OmFKR #News #MovieTVTechGeeks https://t.co/8NCpRNox0B","Region of Altai, Russia",0.600000023842,-0.600000023842,2017-11-15 06:05:58,dakotaself1088
"Jon Stewart admits that ‘sexual harassment is rampant in Hollywood’

Hmm...and they’re the ones preaching to us? https://t.co/yXxeA9HGGO",EVERYWHERE,1.10000002384,-0.300000011921,2017-11-15 06:04:22,jtk236833
"Latest:  FX Drops Louis C.K. from All Projects, Cancels Overall Deal https://t.co/Ydx14OmFKR #News #MovieTVTechGeeks https://t.co/8NCpRNox0B",Tunisia,0.600000023842,-0.600000023842,2017-11-15 06:02:36,asianorfleet982
The Apple TV App Store is so overlooked that Louis C.K.’s app still has the second featured spot on the “New Apps We Love” section of the Featured page — five days after he released a statement admitting to his inappropriate and harmful behavior.,New York,0.10000000149,-0.10000000149,2017-11-15 06:01:53,Kartikeh
what in the hell happened to the men in our country to lower their tolerance levels and feel this crap was okay at the time? #LouisCK #metoo https://t.co/Rl4acSCvQC #onlylove,"Ankara, Türkiye",0.899999976158,-0.300000011921,2017-11-15 06:00:39,paulbulbul2372
The 2017 revolution no one saw coming | Will Bunch https://t.co/qrpkeLSVQR via @phillydotcom,"New York, NY",0.0,0.0,2017-11-15 06:00:19,clarityhaynes
