full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
I realized that Louis C.K sex/masturbation jokes really didnt age well,Shadow Moses Island,0.5,-0.5,2017-11-13 00:35:00,jtrev492
"""Louis C.K. and Hollywood’s Canon of Creeps"" by MANOHLA DARGIS via NYT https://t.co/Bi57jJJNkl https://t.co/WLReL4xAlS","New York, USA",0.40000000596,-0.40000000596,2017-11-13 00:34:42,neovve
"""Louis C.K. and Hollywood’s Canon of Creeps"" https://t.co/Cdw2ecedEo",,0.40000000596,-0.40000000596,2017-11-13 00:34:39,Vexyvox
Louis C.K. and Hollywood’s Canon of Creeps By MANOHLA DARGIS via NYT Movies https://t.co/3PjbLI2PCb,China,0.20000000298,-0.20000000298,2017-11-13 00:34:38,love_umei
Louis C.K. breaks silence: 'These stories are true' https://t.co/p9xA6cNol7,Chile,0.10000000149,0.0,2017-11-13 00:34:38,ColdCoffee_x
Louis C.K. and Hollywood’s Canon of Creeps https://t.co/1UkX36hVQJ via NYT,MNL [GMT+8],0.300000011921,-0.300000011921,2017-11-13 00:34:35,jdesignz
"""[Louis C.K.] was talking about himself and getting millions of dollars for it... fuck that dude."" — @chescaleigh #lovettorleaveit https://t.co/fOzUQNHtYV","Rio de Janeiro, Brasil",0.5,-0.10000000149,2017-11-13 00:34:32,Cah04_
"""Louis C.K. and Hollywood’s Canon of Creeps"" by MANOHLA DARGIS via NYT https://t.co/FO6cYOzcQ5 https://t.co/iaI6xVLAJ0",,0.40000000596,-0.40000000596,2017-11-13 00:34:31,Yauppi_Giehzu
"""Louis C.K. and Hollywood’s Canon of Creeps"" by MANOHLA DARGIS via NYT https://t.co/dvnbYOop2O",los angeles,0.40000000596,-0.40000000596,2017-11-13 00:34:30,BotBrody15
"""Louis C.K. and Hollywood’s Canon of Creeps"" by MANOHLA DARGIS via NYT https://t.co/WVPjJWvhxh",,0.40000000596,-0.40000000596,2017-11-13 00:34:21,michZchen
