full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"My input in @dailydot ""‘Louis C.K. could have hired a sex worker’ is a lazy, dangerous argument""☂️ https://t.co/ajvg5UVW9K","Pennsylvania, USA",0.40000000596,0.20000000298,2017-11-17 13:14:03,peejsage
Sarah Silverman grapples with the allegations against her friend Louis C.K. https://t.co/ZhEN17danV https://t.co/Clt4iNutjt,"Atlanta, GA",0.10000000149,0.0,2017-11-17 13:13:49,realslimkady
Sarah Silverman on Louis C.K.: ‘Can you love someone who did bad things?’ https://t.co/1IVqZ7l229,No sleep 'til Brooklyn!,0.300000011921,0.10000000149,2017-11-17 13:13:30,SabricaBarnett
100% agree: Why @BetterThingsFX deserves the chance to keep going without Louis C. K. https://t.co/Nw3ybyPChp cc: @pamelaadlon,East Coast,0.5,-0.10000000149,2017-11-17 13:13:15,Avracado
"@rhonda_harbison @DrSnuggleGrump @ArtemisMim @SenFranken There is a very big difference behind what Trump, Moore, Weinstein, Louis C.K, has done and this.","Washington, USA",0.20000000298,0.20000000298,2017-11-17 13:13:06,CaseyCollison
"Louis C.K. Blasts ‘Gross Dirty’ Trump, Backfires As His Sick Secret Come... https://t.co/JAIfrGtVVu via @YouTube",Pennsylvania,0.699999988079,-0.300000011921,2017-11-17 13:12:29,gam9111
"Disgusting @alfranken is just like his friends. Only 1 has gone to jail. Why?
Bill Clinton
Anthony Weiner
Harvey Weinstein
George Takei
Kevin Spacey
John Podesta
Richard Dreyfuss
Steve Lebsock
Matthew Weiner
Louis C.K.
Gary Goddard
Jann Wenner
Dan Schoen

 https://t.co/V5nEvIsZLk","Pennsylvania, USA",1.5,-0.10000000149,2017-11-17 13:12:21,realtorreboh
Sarah Silverman grapples with the allegations against her friend Louis C.K. https://t.co/ZhEN17danV https://t.co/Clt4iNutjt,Down on the Upside ,0.10000000149,0.0,2017-11-17 13:12:15,jipsiharris
"""I don't normally like female comedians but I like you"" 

Have never met a woman stand-up who hasn't been told this. https://t.co/FIGoOvfcVb","San Francisco, CA",0.699999988079,0.0,2017-11-17 13:12:08,vinnyeng
"6. Last, what Franken did is not on the same planet as what Moore, Trump, Weinstein, and Louis C.K. are accused of. What they are accused of is serial sexual predator behavior, and Moore and Trump are accused of preying on children.","Manhattan, NY",1.5,-0.300000011921,2017-11-17 13:12:04,blankmw
