full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Austin, Texas",0.40000000596,0.0,2017-11-22 03:13:50,oxdafox
"a de alive 
b de baixinho/louis
c de clouds 
d de diana
e de end of the day
f de fool's gold 
g de gucci
h de harry
i de infinity 
j de just like you 
k de kiss you
l de de liam 
m de miss you
n de niall 
o de one direction 
p de pausa 
q de queria ir pro show 
r de rock me",H&L,0.5,0.5,2017-11-22 03:13:29,JauregayCC1
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Simi Valley, CA",0.40000000596,0.0,2017-11-22 03:12:45,Yung__EgGRoll
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",Seattle,0.40000000596,0.0,2017-11-22 03:12:07,bushmushed
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Quesnel, BC, Canada",0.40000000596,0.0,2017-11-22 03:12:02,meerkatmierie
"a de alive 
b de baixinho/louis
c de clouds 
d de diana
e de end of the day
f de fool's gold 
g de gucci
h de harry
i de infinity 
j de just like you 
k de kiss you
l de de liam 
m de miss you
n de niall 
o de one direction 
p de pausa 
q de queria ir pro show 
r de rock me",na merda,0.5,0.5,2017-11-22 03:11:52,littlesashay
"a de alive 
b de baixinho/louis
c de clouds 
d de diana
e de end of the day
f de fool's gold 
g de gucci
h de harry
i de infinity 
j de just like you 
k de kiss you
l de de liam 
m de miss you
n de niall 
o de one direction 
p de pausa 
q de queria ir pro show 
r de rock me",1d-zjm-twd-lana-nds,0.5,0.5,2017-11-22 03:11:08,onedwaIker
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",United States,0.40000000596,0.0,2017-11-22 03:10:39,karolynhasler28
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Franklin, PA",0.40000000596,0.0,2017-11-22 03:09:42,JaimiHajzus
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",Earth 🌍 Denmark,0.40000000596,0.0,2017-11-22 03:09:34,SophiaLorenFisk
