full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
".@TiffanyHaddish didn’t shy away from going after Louis C.K. on @SNL. Why was this diss somewhat surprising? 
Find out NEXT on #PageSixTV! https://t.co/OpqK708Af4",Atlanta,0.800000011921,0.0,2017-11-14 00:20:00,FOX5Atlanta
Pamela Adlon Fires 3 Arts’ Dave Becky Following Louis C.K. Harassment Claims – Variety https://t.co/su1A43B9Dk,Pakistan,0.40000000596,-0.10000000149,2017-11-14 00:19:49,SalmanRKI
Louis C.K.’s Former Manager Apologizes for Not Confronting the Comedian https://t.co/xlf2WCJOfy,"Paris, France",0.5,-0.5,2017-11-14 00:19:27,adilbenseddik
"""Louis C.K.’s Former Manager Apologizes for Not Confronting the Comedian"" by CARA BUCKLEY via NYT https://t.co/zxXqsReZfx",Chicago,0.5,-0.5,2017-11-14 00:19:24,peterjbenoit
Louis C.K.'s former manager apologizes for silencing victims https://t.co/jDcREu1Re7 https://t.co/YMpqNySBE1,New York • Tampa,0.20000000298,-0.20000000298,2017-11-14 00:19:18,carolekingnyc
"TIL Donald Trump, Kevin Spacey, Louis C.K. and Hilary Clinton were all part of the venture capital company I️ whic… https://t.co/pfm5QzU5lz",don't stalk me you corperaties,0.0,0.0,2017-11-14 00:19:12,OPsPsychiatrist
"This is the first part of what @marcmaron had to say on @wtfpod about his friend, Louis C.K. Every word is worth the read: https://t.co/WXyUZIzrg1",In paradise,0.5,0.20000000298,2017-11-14 00:18:46,BoazVillas
Louis C.K.'s former manager apologizes for silencing victims https://t.co/jDcREu1Re7 https://t.co/YMpqNySBE1,"Tampa, FL, USA",0.20000000298,-0.20000000298,2017-11-14 00:18:38,scatesryan3
"""Louis C.K.’s Former Manager Apologizes for Not Confronting the Comedian"" by CARA BUCKLEY via NYT... https://t.co/PNoX9qEJKh",All over the place....,0.5,-0.5,2017-11-14 00:18:22,ignacioalperin
"""Louis C.K.’s Former Manager Apologizes for Not Confronting the Comedian"" by CARA BUCKLEY via NYT https://t.co/PIOftIc5kp","Atlantic City, NJ",0.5,-0.5,2017-11-14 00:18:21,ASCHEdaily
